id,type,title,channel_or_publisher,url,published,discovered,status,priority,domains,notes
yt-NMSHcSq8nMs,video,How To Market Your Services Correctly in 2026,@thefutur,https://www.youtube.com/watch?v=NMSHcSq8nMs,2025-12-07,2026-07-14,L2,2,sales-clients;pricing;business;branding,"ICP workshop: trifecta, psychographics, the mirror ('cuz WE don't have money'), 'they trade up', THE TIERS (coach's lesson; Blind 100k-1M ladder), 10%-of-10% marketing math, profiling as empathy; L3-candidate"
yt-QzTXXLBVaBw,video,How To Get Clients To Trust You Step by Step,@thefutur,https://www.youtube.com/watch?v=QzTXXLBVaBw,NA,2026-07-14,skipped,2,,MEMBERS-ONLY video (Premiere Member tier or higher). Paywalled behind channel membership; cannot be ingested. Diagnosed 2026-07-28 batch 199 (bulk pass over the members-only block).
yt-DmKgsjbWw8o,video,The Scene Every Salesman Needs to See,@thefutur,https://www.youtube.com/watch?v=DmKgsjbWw8o,2025-11-25,2026-07-14,L2,1,sales-clients;business;mindset,L3-candidate: Better Call Saul sales/positioning analysis (film dialogue quarantined); 7 quotes
yt-Snvo9y6mSAw,video,How To Attract Higher Paying Clients (It's Not Your Work),@thefutur,https://www.youtube.com/watch?v=Snvo9y6mSAw,2025-11-20,2026-07-14,L2,2,pricing;sales-clients;business,sell money (Kevin Daley); dollarize; size of problem = size of budget; problem seekers not solvers; motivation = pain + clarity (Socratic Selling); 'why not do nothing?' (Jonathan Stark); L3-candidate
yt-VkrkF0N-ZdE,video,Why No One Watches YOUR Content (Live Coaching),@thefutur,https://www.youtube.com/watch?v=VkrkF0N-ZdE,2025-11-15,2026-07-14,L2,2,content-strategy;communication;sales-clients;branding,full hot seat: 'I never assume them to tell the truth' + evidence check; confidentiality protocol; 'freaking lonely endeavor'; snack-not-meal; Content Lab priced 500/mo; L3-candidate
yt-SAwZqaJl2Lk,video,What ACTUALLY Makes People Buy? | Chris Do,@thefutur,https://www.youtube.com/watch?v=SAwZqaJl2Lk,2025-11-13,2026-07-14,L2,2,pricing;branding;sales-clients;business,Maslow x Neumeier brand commitment ladder (hedged); Apple-vs-Dell price pages; Think Different; success leaves clues (Jim Rohn); contested Kerouac attribution flagged; L3-candidate
yt-G7LDbDjJP4A,video,How to Rebrand Your Instagram (Without Starting From Scratch),@thefutur,https://www.youtube.com/watch?v=G7LDbDjJP4A,2025-11-08,2026-07-14,L2,2,content-strategy;branding;business,"rebrand IG in place: archive don't delete, constant pruning, 'when you change your audience changes'; 9th metrics-indifference; Content Lab weekly (contradicts 11-15); L3-candidate"
yt-3ikc89b-tkE,video,I messed up...The Truth About Niching Down,@thefutur,https://www.youtube.com/watch?v=3ikc89b-tkE,2025-10-30,2026-07-14,L2,2,business;branding;mindset;content-strategy,I messed up: five ones (Taki Moore); pressure=force/area; Blind 1995-97 niching; thank+retire old self; refuses violent framing (7th); L3-candidate
yt-Z0wnvRTWYmo,video,Your Writing Feels Flat Because You're Missing This,@thefutur,https://www.youtube.com/watch?v=Z0wnvRTWYmo,2025-10-25,2026-07-14,L2,2,content-strategy;communication;branding,"live writing workshop: establishing shot, tension before relief, no emotion no story, start at the end; L3-candidate"
yt-eluwXdhzJ5k,video,Why You Need Controversy When Building an Online Brand,@thefutur,https://www.youtube.com/watch?v=eluwXdhzJ5k,2025-10-23,2026-07-14,L2,2,branding;content-strategy;business;mindset,pick-a-fight defined (realm of ideas); tree/trunk+branches; symbiotic-vs-parasitic test; BLM episode; The Futur 2014 'it was a parasite'; L3-candidate
yt-M3HwhrxYYj0,video,Stop being a perfectionist,@thefutur,https://www.youtube.com/watch?v=M3HwhrxYYj0,NA,2026-07-14,skipped,2,,MEMBERS-ONLY video (base membership). Paywalled behind channel membership; cannot be ingested. Diagnosed 2026-07-28 batch 199 (bulk pass over the members-only block).
yt-PZgRQpu61k4,video,Reluctant Coach Wants To Build Personal Brand (w/ Matt Essam) Ep. 2,@thefutur,https://www.youtube.com/watch?v=PZgRQpu61k4,2025-10-16,2026-07-14,L2,2,branding;business;mindset,"*** LANDMARK — ✅✅ EP. 2 of the Chris+Essam joint series (the exception is now a SERIES; entities/matt-essam updated). **** THE FOUR-CRITERIA REPUTATION-VS-BRAND TEST, the first in the corpus: reach beyond your vertical / your name adds value to a thing outside what you do (Cleon Peterson's $800 sculpture x240; Twenty One Pilots merch; the counter-example: 1:1 coaching 'is not printing money, he's literally working for it') / you stand at the top of your vertical / you can JUMP verticals (Ryan Reynolds, The Rock — 'they're not selling acting… that's what a brand is'). Premised on the DECOUPLING: 'you could be the poorest person and have an amazing personal brand… we have to decouple these ideas.' Neumeier: 'when enough people come to a similar gut feeling about who you are, then you have a brand.' Plus: 'branding isn't marketing… it's like the DIGITAL CAMPFIRE… relational, not transactional'; 'that's the risk of doing anything of consequence'; 'you CAN put the genie back in the bottle' (the forgotten OG YouTubers); **** THE FROZEN-RICE EXPERIMENT (the ignored control has TWICE the mould) -> 'it's worse to receive nothing, to be ignored' — ⚠️ HE LABELS IT PSEUDOSCIENCE HIMSELF; the $100K-$1M claim WITH its privilege preconditions stated; and behaviourally, he REPEATEDLY GIVES THE SKEPTIC AN OUT ('we don't need to work on personal brand… you're like a fish who doesn't want to go to the boat, and I'm the fisherman'). Hormozi named by Essam — third-party, not for that clone. L3-candidate ***"
yt-uSma86sakPw,video,How to handle client revisions,@thefutur,https://www.youtube.com/watch?v=uSma86sakPw,2025-10-09,2026-07-14,L2,2,sales-clients;business;design-craft,"*** Short and sharp on WHY late-cycle revisions happen — not unclear proposals, but that you never gave the client permission to reject. **** 'You do not create space for them to say DESTROY ALL OF THIS — and the whole point of stylescapes is for them to say destroy all of this' + 'problems are always cheaper to solve at the beginning'. The stylescape pitch verbatim ('low commitment but high fidelity'; 'use your language and I'll say back what I'm hearing'; 'I want to get to truth'). **** THE POWER-ASYMMETRY LESSON FROM KIER ('you hold a lot of power and you don't realise it') with the script: 'you can tell me this is not possible… but if you say yes, then I expect this to be done' -> 'you have to INVITE PEOPLE TO TELL YOU NO'. **** Chris Voss's THREE YESES (understand-not-agree / the SHUT-UP YES / the true yes) -> 'look for the no, because the no is the only truthful answer you can count on' -> ask a yes question in the negative ('would it be crazy…?'). L3-candidate ***"
yt-BZ-mrtun_Ms,video,The 1-Second Rule To Speak Clearly Without Rambling,@thefutur,https://www.youtube.com/watch?v=BZ-mrtun_Ms,NA,2026-07-14,skipped,2,,MEMBERS-ONLY video (Premiere Member tier or higher). Paywalled behind channel membership; cannot be ingested. Diagnosed 2026-07-28 batch 199 (bulk pass over the members-only block).
yt-c16gNWVbmPs,video,6 Creative Skills AI Can’t Replace,@thefutur,https://www.youtube.com/watch?v=c16gNWVbmPs,2025-09-25,2026-07-14,L2,2,mindset;design-craft;business;sales-clients;branding,"*** LANDMARK — the most structured AI answer in the corpus (six skills), + TWO MAJOR BIOGRAPHICAL FINDS. ***** THE TASTE GAP AND THE LIBRARY METHOD: 'I grew up in Silicon Valley… I wasn't exposed to a lot of art and culture… first time on an airplane I was 16 or 17, San Jose to San Diego… I'm not a highly cultured person, I was uncouth' -> at Art Center, Europeans who'd travelled -> 'how does one close that gap?' -> 'you play catch-up… become a dolphin' -> 25 magazines at a time at the library, working BACKWARDS from the current year, 'you combat the pattern-recognition machine by becoming your own pattern-recognition machine'. Turns 'taste is the new leverage' into a trainable practice. ***** THE 'NO AND NO' STORY: asked 'do you understand what we do? have you looked at our site?' he said no and no — 'it's my truth… what can I hope to learn by looking at your website that I'm not going to learn by speaking to you?' -> won a $100,000 LOGO ASSIGNMENT. Plus: 'less important what and how, but WHY'; 'it lacks emotional empathy because it has never lived a life'; 'if you can read the room, you can lead the room'; branding as an IRRATIONAL EMOTIONAL CONNECTION; 'the courage to be wrong is what creates originality'; the messy-process defence; DIVERGENT thinkers rule the 21st century (+ Brian Collins 'designers are futurists'); 'answers are cheap, taste isn't'; H-to-H; 'you are more than the work that you create'. L3-candidate ***"
yt-hEOFX0pYha8,video,Why Creatives Struggle To Create Content That Performs,@thefutur,https://www.youtube.com/watch?v=hEOFX0pYha8,2025-09-20,2026-07-14,L2,2,content-strategy;mindset;business,"*** Solo. 'If you're using social media as a scorecard, you're playing the wrong game.' **** THE SEQUENCE LESSON ('can you drive me to the airport?' -> LOAD THE ASK UP FRONT; 'the order does matter'); **** permission to post without a takeaway + 'an air of craftsmanship, of control, keeps you and your audience from really connecting'; **** the CURSE OF KNOWLEDGE + 'I think about what it's like to be a beginner again'; **** insecurity -> the algorithm as a SURROGATE for withheld childhood approval -> an explicit THERAPY recommendation. Also: how he reads negative feedback (transmission/receiver alignment); 'you gain clarity through articulation' (David C. Baker). ⚠️ CONTRADICTION FLAGGED: 'I've never cared about the algorithm, never studied best posting times' conflicts with 2025-08-23's 'be a student of the game / read the YouTube reports'. Both his, 4 weeks apart — recorded, not resolved. L3-candidate ***"
yt-eS9LtexTMFk,video,Personal Branding Is Not What You Think,@thefutur,https://www.youtube.com/watch?v=eS9LtexTMFk,2025-09-16,2026-07-14,L2,2,branding;mindset;content-strategy;business,"*** LANDMARK — Chris as INTERVIEWEE, high density. THREE NEW FRAMEWORKS: (1) THE THREE INGREDIENTS OF MAGNETISM — self-ACCEPTANCE not self-awareness ('they love themselves so much that they leave room for you to be you'), self-confidence DEFINED ('tools and resources to solve any problem'), true vulnerability — 'I've done this with a couple hundred people'; (2) THE 9-1-1 FORMULA (9 pure value / 1 sell unapologetically / 1 you being you), incl. the mistake that created slot 3 ('his stuff is cool but I don't know who this guy is'); (3) performance marketing vs brand building as two columns + 'I'm TERRIBLE at cash flow' + the warning that the information business 'has a limited number of days left'. Plus the FULLEST Draplin telling ('why have I been hiding all this time?'), the most honest authenticity-gap version (Cheetos test; '1000% authentic is impossible'; defends social norms first), 'GO TO THERAPY' as step one, the responsibility-of-speech answer ('I'm not so good at answering that'), the Twitter-friend attack, 'you're only as good as your last piece of work — no you're not', 'you don't have to take me at all', Thales, and 'AI is making GENERIC thought leadership go away'. L3-candidate ***"
yt-TE8qfhD4b8I,video,Ditch Networking. Build An Authentic Personal Brand Instead. 2025,@thefutur,https://www.youtube.com/watch?v=TE8qfhD4b8I,2025-09-14,2026-07-14,L2,2,branding;business;sales-clients;biography;mindset,"*** LANDMARK — ✅✅ THE EXCEPTION: the FIRST episode with Chris AND Matt Essam together (all 13 prior Essam instances are Chris-absent, do-not-train). A genuine debate Chris frames as persuading a skeptic; entities/matt-essam.md UPDATED accordingly. Method: a SOCRATIC AUDIT — he interviews Essam about pre-social lead gen (networking events, literal door-knocking, recruiters) until 'you may be making your own argument for me'. **** SIXTH attestation of the non-violent-language thread, and the sharpest: 'you have a lot of judging language' -> 'I always worry when people say they're being honest — that's almost a blanket statement to excuse being very violent with their choice of words' -> Essam CONCEDES on camera. Plus he names his own move as a mirror. **** THE FULLEST BLIND PRE-SOCIAL MARKETING STACK (exclusive reps ~25 yrs, PR firms, an EP doing wine-and-dine, advertorials, Alt Pick/Blackbook directories, competitions, trade press) + the untraceability grievance. **** 'I do not know how to work a room. Period. And instead of learning how, I'VE GIVEN UP ON THAT.' **** The podcast criteria + 'a non-renewable supply of time' + 'I'm pretty sure that person's walking away thinking: what a jerk'. Also: trust is hard to build and easy to lose; consistency in HOW you show up, not frequency; Austin Kleon's 'to be found you must be findable'; followers != influence (the VidCon empty-chairs example). L3-candidate ***"
yt-R2J67k2Z6WU,video,LinkedIn Masterclass: How to Generate High-Value Leads Organically,@thefutur,https://www.youtube.com/watch?v=R2J67k2Z6WU,2025-09-11,2026-07-14,L2,2,marketing;sales-clients;content-strategy;business,"L2 — 131 KB, the LONGEST transcript of the run; guest-dominated (Jasmin Alic, LinkedIn) + live audience. His tactics fenced. Chris-only harvest is LARGER than the 07-08 Alic episode because the live format gives him room: **** 'typography is thinking made visual -> WRITING IS THINKING MADE VISUAL'; **** his definition of BAD WORK ('when you put your time, energy and resources towards it and you don't get results'); **** the HEURISTICS argument (overload forces proxies — the mechanism under social-as-resume); **** the three stages of awareness + 'people treat their content like it's bottom of funnel'; **** a live offer-design correction ('you do not want to sell a product to a group who can't afford to buy it… you sell to broke designers'); the listening redirect ('what are YOU hearing?'); 'there's no trying, there's just doing'; 'smart, educated, successful people think too much'; and he REFUSES the guest's 1% escape hatch. L3-candidate **"
yt-HxTjtp5WSUM,video,The #1 PERSONAL BRANDING Mistake You're Making in the Age of AI,@thefutur,https://www.youtube.com/watch?v=HxTjtp5WSUM,NA,2026-07-14,skipped,2,,MEMBERS-ONLY video (base membership). Paywalled behind channel membership; cannot be ingested.
yt-1wcRqeM2m8c,video,10 Tips I Follow To Have An Authentic Millionaire Personal Brand (After 10 Yrs of Trial & Error),@thefutur,https://www.youtube.com/watch?v=1wcRqeM2m8c,2025-08-28,2026-07-14,L2,2,branding;content-strategy;mindset,"*** Scripted 10-tips consolidation; mostly restatement BUT four new/better items: **** 'don't be a fungible human, be a NON-FUNGIBLE human' with the racial-stereotype self-analysis and the deliberate Esquire/GQ + hip-hop style strategy (-> persona/appearance: the REASON behind the style); **** the three story-excavation questions (backstory incl. birth order / peak-emotional-height moments / transformative people); **** THE REPEATABLE STORY CREDITED TO KIER McLAREN (corrects the unattributed VidCon telling) + the Colonel Sanders case; **** the Dip reframed through scarcity ('people don't fail, they quit'; difficult -> scarce -> valuable). Plus his catchphrases listed together, and $15/mo members library + Content Lab. L3-candidate ***"
yt-SA-a1_Wmgx8,video,Why Clients Say You’re “Too Expensive” (And How to Fix It),@thefutur,https://www.youtube.com/watch?v=SA-a1_Wmgx8,NA,2026-07-14,skipped,2,,MEMBERS-ONLY video (base membership). Paywalled behind channel membership; cannot be ingested.
